hurry,"서두르다, 급히[서둘러] 가다"
roof,"지붕, 천장, 입천장"
storm,"폭풍, 폭풍, 우레"
butter,버터
mail,"우편, 우편물, 메일"
wing,"날개, 동, 펜더"
boat,배
curtain,"커튼, 막, 장막"
mad,"미친, 말도 안 되는, 몹시[미친 듯이] 화가 난"
salad,"샐러드, 샐러드, 샐러드용 채소"
sheep,양
soap,비누
sock,"양말, 강타"
pink,"분홍색의, 동성애자들의, 약간 좌파의"
stair,계단
grass,"풀[꼴], 잔디, 마리화나"
vacation,"방학, 휴정"
album,"앨범, 앨범"
excite,흥분시키다[들뜨게 만들다]
gray,"회색[쥐색]의, 잿빛의"
candy,"사탕과 초콜릿 류, 캔디"
fool,"바보, 어릿광대, 풀"
rocket,"로켓, 로켓탄, 폭죽, 겨자과의 식물"
steam,"김, 증기력, 수증기"
stamp,"우표, 도장[압인], 스탬프"
glove,장갑
taxi,"택시, 소형 노선버스"
gentle,"온화한, 심하지 않은, 가벼운[순한]"
pipe,"관[배관/파이프], 파이프"
march,"가두 행진, 행군, 꾸준히 진행[발달]하는 ~"
fork,"포크, 쇠스랑, 갈퀴"
autumn,가을
spoon,"숟가락, 한 숟가락"
beside,"옆에, …에 비해[견줘]"
till,"…까지 , …이 되기까지"
Aunt,"고모, 이모, 숙모"
pin,"핀, 배지"
piano,피아노
captain,"선장, 대위, 주장, 지구 대장[지서장]"
uncle,"삼촌, 아저씨"
bath,욕조
pencil,연필
skirt,"치마, 옷자락[치맛자락]"
lamp,"램프, 램프"
diary,"수첩[메모장], 일기"
sweater,스웨터
clothe,"옷을 입히다, 입을 옷을 마련해 주다"
center,"중심, 도심지, 중심지"
pine,"소나무, 솔, 소나무 재목"
grind,"갈다[빻다], 생산하다"
candle,양초
ruler,"통치자, 자"
mom,엄마
pants,"팬티, 바지, 쓰레기 같은 것"
umbrella,"우산, 상부[상위], 보호"
thirsty,"목이 마른, 갈망하는"
soccer,축구
temple,"신전, 관자놀이"
poster,"포스터, 대형 그림[사진]"
dolphin,돌고래
tiger,호랑이
zoo,동물원
skate,"스케이트를 타다, 스케이트보드를 타다"
o'clock,…시
doll,"인형, 인형 같은 여자"
grape,포도
calendar,"달력, 일정표, 연간 주요 행사표"
ink,잉크
medal,"메달, 훈장"
jungle,"밀림 , 정글[밀림], 정글 음악"
meter,계량기
cassette,"카세트, 카트리지"
rainbow,무지개
strawberry,딸기
dial,"문자반[눈금판], 다이얼"
hamburger,"햄버거, 갈아 놓은 고기"
duck,"오리, 암오리, 오리 고기"
supper,저녁
ribbon,"리본, 끈[띠], 띠 같은 것"
chalk,"백악, 분필"
hen,"암탉, 암컷"
picnic,"소풍, 도시락"
stave,"말뚝[막대/장대], 오선"
subway,"지하철, 지하도"
violin,바이올린
pardon,"사면, 용서"
classmate,"급우, 반 친구"
pear,배
melon,멜론
crayon,크레용
hiking,"하이킹, 때문에 생기는, ~밖에 남지 않은"
hose,"호스, 양말류, 몸에 딱 붙는 바지"
ma'am,부인
tulip,튤립
ring,"전화하다, 울리다, 가득하다[울려 퍼지다]"
chopstick,젓가락
eraser,"고무지우개, 지우는 사람"
an,하나의
one,"하나, 일, 하나[한]"
them,"그들에게[을], 그 사람에게[을]"
me,"나[저], 나에게"
first,"첫, 첫째[제일/일등]의"
also,"또한, 게다가, …도"
something,"어떤 것[일], 중요한[대단한] 것[일]"
mean,"…라는 뜻[의미]이다, … 뜻으로 말하다"
two,"2, 두개, 양쪽"
life,"살아 있음, 목숨[생명]"
really,"실제로, 정말로[참으로]"
programme,계획[프로그램]
like,"같은, …와 비슷한, …의 특징을 나타내고 있는"
would,"…일[할] 것이다, …였을[했을] 것이다"
another,"또 하나, 다른, 아주 비슷한 사람[것]"
own,"자기 자신의, 특유한, 독특한"
still,"아직, 그런데도, 훨씬[더욱]"
different,"다른, 각각 다른, 색다른"
seem,"보이다, …인 것 같다[듯하다]"
more,더 많은 수[양]
part,"일부, 부분, 일원, 부품"
company,"회사, 단체, 함께 있음"
most,"최대, 대부분"
such,"그러한, 그렇게, 그렇게 좋은[나쁜]"
without,"…없이, 없이[동반하지 않고]"
important,"중요한, 중요한"
later,"나중에, 잘 가[또 봐]!"
believe,"믿다, 생각하다[여기다]"
while,"…하는 동안[사이], …하는 동안에"
social,"사회의, 사회적인, 사교상의"
each,"각자의, 각각의, 각기의"
three,"3, 셋, 세[석] …"
person,"사람, 인칭"
someone,"어떤 사람, 중요한[대단한] 사람"
actually,"실제로, 사실은[실지로는/실제로는]"
system,"제도, 체계, 몸, 지배 체제"
business,"사업, 일, 사업[영업]"
human,"인간[사람]의, 인간적인"
health,"건강, 보건, 건강[건전]성"
though,…이긴 하지만[…인데도/…일지라도]
maybe,"어쩌면, 혹시, 글쎄"
create,"창조[창작/창출]하다, 자아내다[불러일으키다]"
reason,"이유, 근거, 이성, 사리"
state,"상태, 국가, 주, 정부"
government,"정부, 통치[정치] 체제"
whether,"…인지 어떤지, …이든지 아니든지"
information,정보
experience,"경험[경력], 일"
issue,"주제[안건], 문제, 호"
ever,"어느 때고, 어느 때보다"
area,"지역, 구역, 부분, 분야[부문]"
power,"힘[세력], 권력, 능력"
six,"6, 육, 여섯"
explain,"설명하다, 이유를[가] 대다[되다]"
research,"연구, 조사"
during,"… 동안[내내], …에[때]"
able,…할 수 있는
both,"둘 다, both… and… …뿐만 아니라 …도"
include,"포함하다, ~을"
finally,"마침내, 마지막으로, 최종적으로"
describe,"말하다[서술하다], 설명하다"
since,"…한 이후로, … 때문에"
level,"정도[수준], 수준[단계]"
history,"역사, 역사, 이력[내력/전력]"
sense,"감각, -감[의식/느낌]"
allow,"허락하다, 허락[허용]하다"
anything,"무엇, 무엇이든, 중요한 것"
public,"일반인[대중]의, 대중을 위한"
against,"…에 반대하여[맞서], … 가까이"
sometimes,"때때로, 가끔"
control,"지배, 통제[제어], 제어 장치"
probably,아마
situation,"상황, 위치[환경], 직장"
quite,"꽤, 지극히, 아주, 그럼요"
result,"결과, 승리[우승], 결과[성적]"
else,"또[그 밖의] 다른, 그밖에"
process,"과정[절차], 공정"
mind,"마음, 머리, 사람, 신경"
everyone,"모든 사람, 모두"
develop,성장[발달]하다[시키다]
according,…에 따라서[응해서/준하여]
effect,"영향, 느낌[인상], 소지품"
second,"두 번째의[둘째의], 둘째의[제2의]"
everything,"모든 것, 모든 것[만사]"
four,"4, 넷"
cause,"원인, 이유, 조직[대의명분/이상]"
nothing,"아무것도[단 하나도] , 아무것도 아닌 것"
difficult,"어려운, 힘겨운, 까다로운"
five,다섯
almost,거의
phone,"전화, 수화기, 단음"
type,"형, 사람, 활자"
although,"…이긴 하지만, 그러나"
society,"사회, 집단[국가/사회]"
language,"언어, 말[언어], 표현[언어]"
technology,"기술, 기계"
moment,"잠깐, 순간, 때[시기]"
add,"첨가[추가]하다, 합하다[더하다]"
OK,"네, 자, 됐니, 알았어"
relationship,"관계, 관계[관련"
community,"주민, 공동체[사회]"
already,"이미, 벌써, 벌써"
view,견해[생각/의견/태도]
especially,"특히, 특별히, 유난히"
consider,"사려[고려/숙고]하다, 여기다[생각하다]"
perhaps,"아마, 아마도"
certain,"확실한, 확신하는, 어떤"
form,"종류, 방식[형태], 서식"
billion,"10억, 엄청난 양"
least,"가장 작은, 가장 가치가 적은"
century,"100년, 세기, 100점"
expect,"예상[기대]하다, 기다리다"
better,"더 좋은[나은], 더 잘 하는"
possible,"가능한, 가능한, 받아들일 수 있는[가능한]"
produce,"생산하다, 만들어 내다[창조하다]"
event,"사건[일], 행사, 경기[종목]"
future,"미래, 장래[앞날], 장래성"
discuss,"상의[의논/논의]하다, 논하다"
appear,"…인 것 같다, 나타나다"
risk,"위험, 위험 요소[요인]"
activity,"움직임, 활동"
difference,"차이, 차이, 의견 차이"
term,"용어, 학기, 기간, 기한"
culture,"문화, 문화 , 사고방식[문화]"
report,"보도, 기록[보고], 보고서"
likely,"…할 공산이 있는, 그럴듯한"
professor,"정교수[교수], 교수"
support,"지지[옹호/재청]하다, 지원하다"
product,"생산물, 산물, 결과물"
whole,"전체[전부]의, 한 덩어리로[통째로] 된"
guess,"추측[짐작]하다, 알아맞히다[알아내다]"
involve,"수반[포함]하다, 관련[연루]시키다"
recent,최근의
increase,"증가하다, 인상되다, 늘다"
feeling,"느낌[기분], 느낌[생각]"
provide,"제공[공급]하다, 규정하다"
usually,"보통, 대개"
period,"기간, 시대, 지리, 시간"
action,"행동, 동작[행위], 소송"
behaviour,"처신, 행동 방식"
energy,"정력, 기운[에너지]"
decision,"결정, 결단력, 결정"
subject,"주제[대상/화제], 학과"
exactly,"정확히, 정확히, 맞아[바로 그거야]"
suggest,"제안[제의]하다, 추천하다"
price,"값, 대가"
national,"국가의, 국가 소유의"
project,"계획[기획], 과제, 목표[활동]"
however,"아무리 …해도, 하지만"
quickly,"빨리[빠르게], 빨리, 곧"
agree,"동의하다, 의견이 일치하다"
choose,"택[, …하기를 원하다[결정하다]"
natural,"자연[천연]의, 자연 발생적인"
share,"함께 쓰다, 나누다[나눠 갖다]"
special,"특수한[특별한], 특별한"
death,"죽는 것, 종말, ~의 종말[끝]"
reach,…에 이르다[닿다/도달하다]
amount,"총액, 양, 요지"
blood,"피, 혈통"
decide,"결정하다, 결정[판결]을 내리다"
case,"상자, 한 상자, 틀, 활자 케이스"
certainly,"틀림없이, 그럼요"
attention,"주의 , 관심, 행동[배려]"
continue,"계속되다, 계속하다, 계속 가다[이어지다]"
sort,"종류, 사람, 분류[정렬]"
cost,"값, 경비[비용], 노력[희생/손실]"
art,"미술, 미술품, 미술 , 예술"
bit,"조금, 잠깐[조금], 조금"
worker,"노동자, 노동자[근로자]"
force,"물리력, 힘, 영향력[설득력]"
reveal,드러내다[밝히다/폭로하다]
population,"인구, 인구[동물들]"
evidence,"증거, 증거[증언]"
value,"가치, 가치관, 값"
disease,"질병, 병폐"
common,"흔한, 공동의, 보통의, 천한"
figure,"수치, 숫자, 산수, 인물"
role,"역할, 역할[역/배역]"
deal,"처리하다, 종사하다, 거래 관계가 있다"
focus,"집중하다[시키다], 초점을 맞추다"
order,"순서, 정돈[정리], 질서"
political,"정치와 관련된, 정당의, 정치에 관심이 있는"
mention,"말하다, 언급[거론]하다"
couple,"두 사람[개], 몇 명[개]의"
recently,최근에
personal,"개인의[개인적인], 개인적인"
either,"어느 하나[것], 각각[양쪽]"
particular,"특정한, 특별한, 까다로운"
reduce,"줄이다[축소하다], 줄이다[졸이다]"
science,"과학, 학문[-학]"
skill,"기량, 기술"
local,"지역의, 일부에 대한"
rather,"꽤, 좀, 더 정확히 말하면"
ability,"할 수 있음, 재능"
within,"이내에, 내에"
popular,"인기 있는, 대중[통속]적인"
condition,"상태, 상태, 질환[문제]"
colour,"색, 총천연색의, 핏기"
environment,"환경, 자연 환경, 컴퓨터 환경"
law,"법, 법률[법], 법학"
industry,"산업, 산업, 근면성"
ground,"땅바닥, 공터, -장[지]"
